key,score
539994,1.4729445e-09
520358,0.07291272
24517,0.9994535
388874,1.0
456661,0.7336251
301696,1.0
47015,1.0
217181,1.0
199752,9.294193e-10
291001,0.016945422
285435,2.687042e-16
367588,0.99992824
307885,0.19587293
575060,1.5014131e-06
288955,0.380497
157576,0.99884975
57978,1.0
451346,0.0046177534
205222,0.999951
66439,0.99457115
84327,0.9999676
457794,0.3038831
362729,0.004414722
291448,0.9997367
2178,6.096231e-11
562957,0.99760485
41599,0.12067287
430164,0.986401
233158,0.9999852
116856,0.0045407396
327489,0.9999987
376203,0.15858772
244067,1.5063498e-14
43442,1.0
505496,0.035160292
251474,0.018277014
413108,0.9907727
139998,0.99345773
458270,0.0003220138
528113,5.334229e-08
27004,1.0
153293,0.027101317
24623,0.9999995
302078,0.08254849
566557,0.9999893
453089,0.00034595764
175866,0.9634111
163857,1.0
94927,0.92572457
316118,0.97179294
37990,0.6695738
120381,0.96102023
207661,0.0012242998
410131,0.93695354
350347,3.8545764e-07
491432,0.005575876
139266,0.9999925
256430,0.9999968
409075,1.0
360951,0.9945762
187633,0.99670887
98874,0.38353518
181490,0.9838314
40044,1.0
555594,1.0
280578,0.3965079
528162,8.874274e-06
204981,0.056470938
17682,0.9999641
74784,0.9999995
194995,0.98190606
381502,5.3261385e-15
47963,0.08303909
44226,1.0
230286,0.97126836
179095,0.09278152
107048,0.99995744
221509,0.99177754
101210,0.99999833
374912,0.99997246
432655,0.011670064
369136,0.9775875
383742,1.84061e-05
319067,4.809599e-05
383449,2.5110972e-10
291339,9.148835e-08
380955,1.0
97369,0.9999994
31279,1.0
30346,0.99999976
306019,0.77972186
458762,0.00030636953
468377,0.99989974
106794,0.99995506
494558,0.53317285
431919,0.98234
83116,0.99999905
26180,1.0
225317,2.0186634e-13
217243,1.2461491e-12
247784,2.7190515e-21
509785,0.9999999
278373,2.6420123e-14
423860,0.05343844
249468,2.2644433e-16
237724,0.99999344
42735,1.0
128246,1.0
481822,0.004838898
418860,0.9999919
96369,0.8013519
400841,0.9995073
571986,0.71431774
178191,0.18287691
525372,0.9999999
568962,0.9999919
428405,0.9999994
481473,3.184518e-14
57662,1.0
511568,1.9075314e-06
249811,0.99998796
104570,1.0
281830,2.121654e-25
388622,0.9894749
57203,9.479856e-10
225295,1.0
458184,0.0015688303
548656,1.0
130431,1.0
263770,1.8441731e-05
146157,0.8594405
546815,0.00062923005
39685,2.023483e-06
278962,9.474545e-13
334209,0.9969061
34297,0.005830616
349799,0.99096525
580966,2.160401e-05
408662,7.7049714e-07
69462,0.9999993
2356,0.48206782
276744,1.7791855e-13
381534,0.21089087
14475,5.2294392e-05
157664,0.78000677
419178,0.12861404
268461,0.7044265
165930,0.9721306
54263,0.113069646
429729,1.7268765e-07
373652,0.038448032
513202,0.96926785
527200,4.27594e-13
572775,0.08189116
49546,0.99999726
461195,1.0114493e-09
181410,0.9956625
576472,5.061285e-05
554942,1.6759273e-08
463189,8.1269945e-06
117788,0.44566572
381704,0.9999995
140108,1.0
316400,0.99991906
541482,4.5891715e-10
169973,0.81679016
539220,2.8883167e-09
11090,2.2801846e-06
308006,0.9998944
457903,1.0
552834,0.9999981
311791,0.99999917
225367,1.5771306e-10
78046,0.7568455
38993,0.19057037
152381,0.99998355
531196,2.5907475e-05
436930,2.174856e-11
232347,1.0
84424,1.0
561016,1.5054719e-09
531059,1.9187162e-05
463936,0.3864612
519095,1.5868517e-07
127634,0.9825995
563167,0.99984634
455108,2.9764853e-05
314860,0.9994123
563137,0.90414906
51408,1.0
127465,1.0
450839,0.995263
563682,0.99998236
303931,1.5216747e-06
67153,0.0008595244
88079,0.9999336
486215,1.7586704e-07
487389,1.3551178e-05
31973,0.74783653
306040,0.9999968
523026,1.0
208313,0.21193278
329576,0.9938139
171963,0.99975055
60488,3.913985e-06
128946,1.0
39887,0.9998754
90204,0.774472
567539,6.23344e-05
219667,0.01585925
359817,5.4298647e-07
293058,3.4123775e-07
110938,1.0
350388,0.9999938
167043,0.6320215
168779,0.10494871
332757,0.9997905
152349,0.9833528
522520,1.07798385e-07
66252,0.7876157
12808,5.3810225e-05
383907,0.53945005
567602,0.96198076
569776,0.866784
267304,1.0527461e-17
290448,0.9662193
478962,0.99945444
455040,2.3758785e-06
332552,0.95204765
399017,4.367276e-06
118974,0.9918826
354857,0.0005281229
17187,0.5336767
272347,1.2795124e-07
202992,0.8347703
555386,1.0833779e-05
415933,0.00022482456
78078,0.9999273
128353,0.5094561
70201,1.0
170805,0.99937797
567283,1.0
22767,0.9965659
94206,0.99997914
389507,0.9999999
211741,9.9151126e-05
399095,6.461663e-06
94449,1.0
180437,0.9992575
358346,2.6663572e-05
268055,0.99949515
386221,1.0
98156,0.2237726
419458,0.999879
31288,0.282134
249598,0.23350492
91668,0.99999404
533643,0.99941254
365656,1.748062e-08
222863,1.0
29804,0.9752348
113540,0.9999385
557573,0.9999949
484527,0.9987446
297268,3.8086955e-06
21195,0.99998105
481542,0.041065525
171670,1.0
574831,0.08952773
5610,4.0922797e-07
29493,0.99916494
135402,0.00026140956
310682,0.9999999
258969,4.8284973e-15
211390,0.8427403
34108,1.0
546487,7.12461e-05
494621,0.021688504
27134,0.99987626
13608,0.75404346
287315,0.3863822
215734,0.0019299707
417202,0.004771849
471306,5.182419e-10
405922,0.20524071
248279,4.7645384e-27
53817,1.0
258681,0.99937576
552262,0.00010375454
100589,0.9967398
414366,6.337867e-05
182681,0.016422963
279736,8.1790575e-13
455963,3.2972994e-07
303993,0.84991205
311544,0.8935405
107815,0.21329035
495774,0.0012623197
182033,0.99999905
439646,0.0009217743
421559,0.00253673
421359,0.9999871
57337,0.99999976
481596,0.9672834
528012,6.726385e-07
328015,0.98345655
224232,0.99995303
244414,0.50769234
288942,3.1865957e-06
471591,0.8018092
345558,0.9974685
70685,0.50119334
474819,1.7036228e-11
10317,0.00013450337
504220,0.006067593
474786,0.999559
481686,0.99983907
357546,1.0
413833,0.9684391
429930,0.3320961
176415,0.99259746
386135,2.681544e-08
416151,1.6219737e-09
99993,0.0063171717
482973,1.3339753e-09
382338,1.0
38428,1.0
406292,0.0007128392
395771,0.0018818188
2007,0.001616954
251450,0.7427777
254669,0.7702492
32157,1.0
508721,0.9999956
411843,0.00020615399
506262,5.3330532e-05
49078,0.0025532662
222027,0.9870884
573712,3.413887e-08
200081,5.0341566e-07
483746,0.04957554
35601,0.9044263
63626,1.0
72814,0.9025062
460823,5.881967e-05
553342,0.999964
67361,0.9982822
356771,0.00018715122
169168,0.9999993
92974,0.995073
462966,0.9983833
531405,1.0
69029,0.9866397
121717,0.0055395267
135240,0.9999707
474978,0.8457768
490462,3.069246e-06
492272,0.15357926
54128,1.0
505895,8.0586346e-05
166478,0.99999595
97115,0.99999857
100423,0.034576792
572584,0.00016585334
560471,1.890801e-05
499419,0.9999553
367497,0.9983094
200396,0.0027265963
559729,1.2740377e-08
572778,0.0030406627
481329,0.8961856
160716,0.7177137
201247,0.0051854216
175158,0.9855058
10788,0.940508
133946,0.9994149
318538,0.9971328
298096,6.6950334e-10
68367,0.99972993
41297,0.00045943615
266772,1.715411e-17
468208,1.0121397e-06
30904,0.3453152
123875,6.0333212e-05
434713,0.99977595
324630,0.9999716
19906,1.0
138723,1.0
551527,0.99998605
405046,0.47667724
72384,0.3340587
197616,1.1388248e-06
542594,6.169159e-08
491954,0.15033104
578356,1.0033877e-07
94724,0.9964264
8472,0.010755341
192653,0.9999094
270111,3.0726637e-12
134367,0.58819264
313415,0.1183562
17077,0.99999595
465267,4.8044613e-09
547902,1.2506874e-06
45649,1.0
423863,0.00018188922
311126,0.76004857
171975,0.8966778
489284,0.002879751
477521,0.99902344
329361,0.01795811
234889,0.999826
400306,0.04035295
151498,0.09694828
132783,0.73470926
407149,0.039611787
403331,0.2196282
529487,0.9833454
259782,0.00041844073
563990,9.116783e-12
33798,1.0
355889,0.0006903421
413564,0.0009247776
276701,9.557816e-06
373158,1.0
157289,0.31989247
178929,0.021050734
565555,0.9232528
220485,0.9999982
86864,0.99998534
435268,4.1079926e-09
82286,0.99996865
215758,1.5789583e-09
498116,0.0057820086
522929,0.9991698
364278,0.99999976
553991,1.2414596e-07
534919,0.2422124
6748,3.7198383e-08
163825,0.20601659
321768,0.9997907
150900,0.012824342
514541,0.00034295913
514104,5.634527e-06
409341,0.0602473
214766,0.9955171
262848,0.027269013
410516,7.4087084e-06
380525,7.1404036e-05
126703,0.99999964
467099,4.5370925e-09
221419,1.4201895e-06
405406,8.8603725e-12
442806,0.9998254
387974,0.10371773
486876,0.26198867
74179,0.36953834
166597,1.0
248786,3.6545266e-16
330107,0.43423352
361713,0.98164624
154186,0.94986725
433283,0.37763518
272294,1.8075059e-18
350748,0.0005050667
203506,3.0379265e-08
541801,0.017772073
410118,0.0012127177
233811,0.051306084
87149,0.99994934
322724,0.99864143
223900,0.7091199
70020,0.9999999
279367,0.99804866
464270,0.021907205
335454,1.7123346e-10
569009,0.99999976
431149,0.5609191
276340,6.03871e-09
514365,1.2992277e-12
31449,1.0
429068,8.117791e-13
199784,0.00018325908
279461,5.3451116e-10
42943,1.0
491121,0.7568455
424955,3.774712e-05
495272,0.00051306176
501152,0.0070582926
484074,0.5793299
526709,4.4376114e-11
444481,0.9998833
200782,0.98874354
112645,0.9992661
315449,0.99975425
454167,3.6251688e-06
203772,4.327597e-07
436046,0.999749
248111,0.9854628
249038,0.089597814
246658,2.793662e-07
120813,0.99999976
462900,0.93422854
373552,0.00065167615
500297,0.12852855
319076,0.0015220245
399918,0.9834947
141762,0.8895289
210488,0.9996629
416674,0.9716964
305012,0.21894392
253051,0.002664775
180537,3.0075782e-07
413680,0.00023208637
330792,0.00072251615
74775,0.9321873
475995,0.88732517
325819,3.5804816e-05
102683,0.99999976
388408,0.0023658967
100969,0.9987508
462595,6.9542795e-05
427914,0.92974806
157165,0.9986469
494625,0.00021779971
551794,2.3387145e-12
16480,0.17168121
93074,0.9999999
173970,0.94279647
397801,1.2976574e-12
320089,0.00058046065
498464,0.002067979
516892,0.97631806
502208,7.315725e-05
543731,0.00013623196
172578,0.996985
510985,1.2984675e-07
222467,0.95876634
215879,0.98790526
308418,0.15916787
114565,0.9999999
110356,0.983194
192360,2.994838e-10
484921,2.6834738e-11
267511,0.008729587
1780,0.0007915874
360988,3.0404374e-07
368868,0.16573732
330168,0.9999683
58493,0.9507149
508958,0.13650464
498384,0.97459453
287282,4.238105e-08
500728,0.9998944
445317,0.99867827
484267,0.17054571
41138,1.0
156891,0.99999964
272823,5.8456624e-14
177536,0.8941276
123898,0.99993575
313849,0.122990794
9742,6.360381e-06
40255,0.9375059
257187,0.0019389569
563969,0.950307
162112,0.98741674
209255,0.00072329736
11112,1.6139227e-05
235028,2.0313232e-06
75616,0.9997483
435886,5.635077e-09
256459,0.99582374
156272,0.0633115
274255,0.007402471
277661,1.0
251099,0.9985266
276610,2.5888268e-14
403811,3.1167204e-08
50605,0.9961708
430840,0.9297903
512393,4.4960693e-09
105682,0.9999809
343000,1.0
34449,0.99731654
170264,0.2727798
47867,1.0
6637,0.02640976
227876,0.9933142
392372,0.1370673
393687,0.00040388966
481508,0.9920895
52103,1.0
77653,0.9999989
572510,7.568307e-08
267603,0.99989116
435951,0.0038246436
172871,0.9989478
317627,0.89612037
228036,0.99999714
52009,0.99969983
165411,0.9540686
135962,0.9999987
350513,0.99140644
286325,4.1564956e-09
106371,1.0
373825,0.016052132
194090,8.284498e-14
102760,0.99987113
308596,0.9966407
511384,0.00029468365
470062,2.9694715e-05
435046,0.9303723
87196,0.99998474
75181,0.9999143
12817,3.7102252e-11
103218,0.999992
195711,0.11919226
110932,0.9995447
350010,0.0004526801
523561,0.92090315
258101,0.03714913
515072,1.1723334e-06
237068,0.97813785
24240,0.97423935
261100,1.9048519e-17
273324,4.424384e-05
420041,8.484466e-06
155840,0.99376184
26687,1.0
393203,0.00042791056
183502,2.6772703e-05
287599,0.0011131989
169587,0.99999964
385200,1.6221316e-05
34058,0.9966523
387196,5.3518423e-05
243333,0.9999989
197846,0.003525361
527601,0.006471787
427515,1.1491287e-05
248301,0.00017814063
572386,9.243657e-08
5502,4.7950643e-11
313430,0.9989483
317661,0.90071476
69431,0.84285253
197632,0.9998654
388876,1.0
533701,0.00011194188
472205,0.9530691
175830,0.9999596
329941,0.58141583
196779,0.9999014
169369,0.99976283
419826,0.0031900743
536353,0.045704175
309395,0.72135097
38498,0.997603
549779,1.0
534344,1.3479338e-06
202340,0.51790226
417791,0.9422617
207704,6.084197e-11
244768,0.9814538
447783,2.026943e-05
377949,1.0
273533,1.0
522342,0.53918153
38465,1.0
563894,0.8528969
46357,0.02737909
495313,2.231362e-08
186567,0.997617
376960,1.0
302041,0.9993554
520027,0.9999678
269859,8.281091e-06
253803,9.9301516e-08
49486,0.99998593
305104,1.0
55722,0.07540851
376556,0.034948803
162493,0.13366197
203508,2.6906335e-07
277018,0.99855345
435981,2.818243e-07
130343,0.013952416
173341,0.28297216
17335,0.8976293
333363,1.4483297e-15
222202,7.2007174e-07
243174,0.77338094
268680,8.399648e-21
504393,1.0
338906,0.0020559663
1306,1.9522176e-08
441841,0.07027213
405218,6.05301e-31
390592,5.6581997e-09
364923,0.97764313
418228,0.9992951
190920,0.9297504
164187,0.078027844
132885,0.01375172
338176,0.015116091
551913,1.0
140036,0.99537957
287112,2.4956252e-15
353454,0.99997807
274766,0.0005514614
274077,0.18736169
94810,0.97852695
19040,0.98561877
422473,0.9996593
445521,0.010678428
150206,0.4835335
462854,3.0852883e-05
61973,0.00036748778
483441,0.002141971
191241,0.75307596
379359,0.20997204
497845,0.99999
270142,6.185596e-12
343869,0.9993056
85962,0.00013101168
507978,0.004115214
352654,0.99983
150535,0.9999982
48437,0.99997115
458351,0.0011270676
177094,0.69522715
28260,0.99999225
476013,1.0
496572,0.007845912
160290,0.41505423
166370,0.0009878918
360297,0.97985166
291278,3.9330977e-10
175859,2.1766102e-05
194247,0.0059954147
513438,0.0046799188
153756,0.003800358
423540,0.9999999
464116,1.2598911e-06
477622,2.6512188e-07
137451,1.0
309810,0.0003024072
539706,2.4203036e-05
457542,1.6613555e-10
59967,0.9988783
163757,0.16037695
135585,1.0
124573,1.0
243053,8.826109e-17
246224,0.32033783
58969,0.8491552
6636,0.3440828
431601,0.00055506045
154594,0.9999999
101009,0.9998312
488556,3.2261874e-11
511160,1.3210178e-11
138210,0.91175497
48620,1.0
220722,8.543906e-07
7846,0.011927558
247693,5.0236124e-11
323790,0.012563032
144258,0.049857344
338394,0.9999684
347991,0.017806882
146180,0.9999821
447116,8.316668e-07
536723,0.00017373022
320998,0.00019923784
149803,0.040206373
131640,1.0
121518,0.9999995
514624,0.0001707179
327259,0.02393552
550860,1.8924052e-06
182975,0.0010893211
118172,0.9979557
433670,1.5538652e-06
428916,0.99538726
287828,1.3057166e-08
149390,0.9999974
394524,1.1021754e-06
443014,0.99997747
156350,0.9998441
499864,1.3224623e-07
199216,7.4647076e-05
472598,0.0024287226
132296,0.7311274
96648,0.031769056
541526,5.311424e-06
510722,0.00056844397
328514,0.9999999
187057,0.9374981
497602,0.74455273
198542,0.7765663
101410,1.7419735e-09
124650,1.0
314966,2.7767157e-07
262276,1.0472344e-10
194204,4.9857474e-10
221273,0.9998733
482369,1.1909645e-05
30300,1.0
521966,1.1709169e-08
331733,0.0147694815
486774,0.044649825
346235,0.8050392
512725,0.98332626
556861,9.501825e-15
221318,0.99885476
117511,0.45903724
498996,0.9915405
428911,0.96651334
71981,0.0014825134
327964,0.019357843
416891,6.6772614e-08
112833,0.99748164
220839,0.8208787
315614,0.0005097985
13205,9.486423e-05
530361,5.6384578e-11
531795,1.0
20072,0.95751894
440310,0.56476766
273774,4.832855e-08
536819,1.0
285697,0.9927477
456294,0.005878964
425762,1.0
23591,5.9400694e-08
401218,3.1160795e-07
529825,0.0011829288
170406,0.005133529
51979,0.99999857
448644,0.00032728087
497656,0.98117733
125135,0.9951207
547373,0.70952916
175701,0.35333708
41277,1.5421228e-05
473597,0.94424784
431309,0.21245082
356460,7.0125466e-06
144485,1.0
411410,3.000281e-06
279414,2.1379547e-07
367440,1.0
57852,0.9762498
518852,1.0
533962,6.5285103e-15
495033,0.99892455
446328,0.81092185
308556,0.9244794
264367,0.00583633
542719,1.974049e-05
489278,0.13584223
223732,0.99998724
366582,1.0
418155,2.4530104e-07
59593,9.990908e-08
303088,0.99999046
22365,0.9996625
553789,4.897672e-08
575202,9.103114e-07
475791,1.7461092e-08
201580,0.6014285
458315,0.00015179302
573112,6.4689583e-09
84770,0.9985013
53331,1.0
107929,0.8194309
331986,3.5240275e-06
193414,0.04563732
561326,1.7111671e-12
385042,4.9694012e-05
281813,3.7549032e-08
557692,1.0
33947,0.9998406
252149,0.043231443
174841,0.51745963
377599,1.0
419441,0.9999876
311744,0.99981767
98345,3.3416196e-05
394019,1.0
135883,1.0
125216,5.075642e-06
184894,0.99999666
64655,0.00053948764
210410,1.1166767e-08
13751,0.0018532975
823,0.104158305
188846,0.0030401566
112938,0.9999552
417453,5.115881e-05
438219,2.2379675e-06
31119,1.1391363e-05
548097,1.0
23547,1.0
496987,4.069691e-05
216753,0.7930917
231214,0.9998913
334762,3.3853377e-07
306629,0.61398715
431494,0.0013930963
178889,9.420648e-09
354505,0.94366074
529861,2.210888e-11
357980,3.202634e-05
69342,0.9539444
313750,7.567045e-06
166266,0.029759392
131910,1.0
448342,0.22879481
280400,3.4428953e-07
553812,0.00221736
514372,2.3373904e-08
240624,8.564982e-06
386286,1.0
569848,0.9997323
43033,1.0
484829,0.9981092
178583,0.9996557
75487,0.32511964
86672,0.026777508
437389,1.0831301e-11
388803,0.9999976
462626,3.9753978e-08
347761,0.003478748
355625,0.0015813148
96073,0.9997662
176655,0.9999064
514917,7.1294885e-06
270251,1.225012e-09
291733,2.4357474e-10
317754,0.1449267
532803,5.7625857e-12
97515,0.9993049
499334,0.965168
420431,2.215401e-06
35776,4.766512e-07
194751,0.8517528
514897,0.13604806
478955,0.99861753
337722,0.99985385
553274,0.00071330677
113173,0.9999895
264976,5.012206e-10
474465,2.0566708e-11
349814,0.99814415
261955,0.016681723
522303,1.7165132e-05
48222,1.0
359759,0.9826164
84903,0.9997552
86328,0.999969
445114,5.462792e-05
403943,0.48244938
537009,4.667638e-06
261274,3.62867e-11
50588,1.0
17666,0.6442311
498030,0.0034903947
271931,6.653045e-06
44122,0.8293947
437373,8.420424e-09
27662,1.0
314752,0.68314105
465962,0.9482472
107409,0.99997914
362008,0.999073
80935,0.9572589
286992,8.699232e-15
373450,0.99634606
86039,0.99884605
340652,0.9987607
154030,0.25428787
190028,0.43608823
517176,5.2371943e-06
558547,1.0
367224,0.00030092546
520806,1.0
538829,0.9983188
259880,0.9988248
485803,0.99671125
533438,2.9594494e-05
214158,0.23150787
448025,3.9784773e-08
307096,0.99490285
568088,0.6828899
94031,0.9993592
242946,0.17924385
572632,1.7235794e-07
51583,0.00023844915
8863,0.00010764632
477986,0.9999907
458167,4.0432024e-06
318494,0.98902714
222357,1.0
130311,0.9999629
313367,0.060738087
58464,0.56419045
481109,0.9907368
201486,0.022631088
488141,3.1651887e-06
17878,0.6293597
463889,0.9947615
344525,0.92801833
25298,0.9999995
298627,2.6945985e-05
526430,0.088564515
312332,0.999992
434055,0.018474324
72503,2.677186e-05
357666,3.660073e-12
181012,0.9156027
470618,0.99991596
149012,0.9937509
295245,0.9999063
99954,0.99999905
128456,0.9999999
402460,8.114232e-05
248355,8.1780236e-05
346441,0.9179085
496764,0.81353843
125978,1.0
411474,1.1209532e-08
533095,0.0024537726
383119,1.206004e-09
338559,0.0007751117
144235,0.9913954
262753,1.7744386e-12
446754,6.082489e-08
164664,0.9039864
212398,0.00044200668
309914,0.9996779
49797,7.038389e-07
113872,0.99881846
472566,4.5381982e-10
83019,1.0
299640,0.99999976
96864,0.9999993
328609,1.0250187e-09
515926,1.0
73640,0.996881
169943,0.9999864
137876,0.0004341775
334491,0.029887676
409958,1.2635597e-06
296795,0.0004941436
2034,7.370291e-08
409287,4.7372723e-05
374049,0.9999943
134873,0.99978834
505552,3.9479556e-18
28941,0.72827774
414503,0.17281169
393697,9.784677e-06
159131,0.98386496
187267,0.0014859863
282033,5.2937357e-06
532811,2.1961889e-05
468455,0.86543643
248703,0.99987674
165071,0.9999199
579372,1.6834792e-11
441072,2.7995886e-05
444270,8.291491e-09
247595,0.90351087
111704,0.92122
579835,9.2968435e-08
49986,0.9999994
576482,7.524402e-09
335880,0.9413277
3503,4.857439e-18
123377,0.000225121
546503,0.0046845255
147532,1.0
410617,5.3566164e-06
57639,0.9981552
47025,1.0
450216,0.0024194263
273585,0.23368481
345724,1.0
190036,0.9981275
259894,0.99855405
379513,2.7397425e-06
556575,0.9999893
298110,1.0051361e-05
319669,7.77825e-05
83727,0.99851066
536060,0.021294177
243955,9.58418e-13
511354,0.0044914368
436717,0.0018503362
303080,0.9982835
430872,0.09116908
47237,1.0
183432,0.00020493087
308459,7.0556266e-06
121389,1.0
286516,2.0726414e-09
197152,0.99664366
265923,2.0135886e-08
168509,0.3770445
335535,3.368694e-05
223244,0.9961165
520841,2.0846808e-05
456771,3.0561434e-10
176731,0.074982874
389403,6.3614937e-07
383386,6.848554e-08
437970,0.0005458429
116891,0.999997
410496,3.155128e-05
96338,0.9999031
523624,0.99999905
527766,1.0
296319,1.8608927e-05
357393,9.846782e-05
421697,0.16879211
87652,0.037241142
217169,0.99889827
36686,0.9996131
362048,0.88623166
65667,0.99999964
453174,3.111031e-05
36461,1.0
368349,0.00453201
348785,2.0198256e-06
518925,0.8596085
220663,3.6771476e-07
2480,0.96863383
239019,0.47697312
130714,1.8878407e-05
452107,3.7859638e-06
286689,0.00019540118
573951,0.003964514
502358,0.9999951
342461,1.2825041e-05
301837,1.7877767e-07
500630,0.99986553
107096,0.9999933
185404,0.0042429892
15383,0.9999349
268790,9.390426e-06
391759,0.98763067
82012,0.99996984
188040,0.91414225
67999,1.0
425860,3.674294e-07
243921,0.99746007
80769,1.0
21975,0.4279207
208779,0.014945851
491266,0.9992099
282750,0.9993199
359177,0.010945228
544211,0.7921926
505780,0.00028225896
38532,0.0005489039
245899,0.99999857
129285,0.99999166
571913,0.9005396
79000,0.9999999
338000,0.10437576
198402,2.5249512e-05
357291,0.0039865295
395920,0.99984944
110266,1.2537406e-11
415433,0.00015335227
448817,0.9985575
125786,0.5199697
302870,0.0008738955
413415,3.8976435e-08
102676,1.0
380527,0.0030846966
135246,1.0
77799,0.9999951
398573,0.09241396
96292,0.9994006
168900,5.445126e-08
205691,0.002473801
319649,0.95870113
387330,4.1735696e-08
255415,0.36956874
165788,0.6743895
156167,0.9932573
495358,2.8469511e-09
229152,6.0255716e-16
58365,1.0
493775,0.8432042
442995,0.00076464494
53649,0.47465554
253106,8.0582945e-12
420278,2.0375134e-13
121203,0.93968254
286181,0.38897657
215099,0.9178438
250728,1.855798e-07
415180,0.9993808
528934,1.2474457e-07
435374,3.67278e-08
280343,9.1474484e-10
557769,1.0676451e-17
397835,0.91050386
192974,0.29178354
148209,0.22410268
530664,0.10213822
542051,0.75292116
439184,4.0038558e-05
530495,0.9999906
212800,1.6903083e-06
500495,0.9999964
178886,3.1282685e-05
267153,5.209348e-24
501084,0.0046239253
576586,0.00010737137
472477,0.011749489
78183,0.9902856
513851,9.4890504e-07
23626,0.99993515
351728,0.9980546
316086,3.223899e-11
254416,8.801535e-16
158845,0.9582012
258043,4.9045898e-12
497476,0.00035778387
44063,0.9999857
330867,0.99698585
165190,0.92888635
503887,0.84098184
173939,0.9999987
178190,0.17166817
175358,0.5232916
238275,2.5980798e-08
163069,0.9862557
37304,1.0
560161,0.98700887
415112,1.568879e-06
527028,0.004234896
297304,5.049667e-06
1014,0.009474676
461199,1.2897299e-07
451235,0.007821575
173551,0.007397431
342032,0.9999478
394891,0.9423917
178856,1.0
19133,0.9998933
138768,0.85128266
477857,0.98304707
559246,0.99999154
557051,3.6552078e-07
238217,0.0002305221
551255,6.5627805e-06
386502,0.88289726
243704,0.99846774
511987,8.544447e-06
578624,3.299218e-07
382437,4.7110392e-05
120469,0.7568455
29508,0.9921697
223483,1.528321e-05
544765,0.0010050643
296071,0.00017112779
86739,1.0
309659,5.159185e-13
540155,3.385693e-07
487189,0.6413152
222186,0.056017302
268835,5.28426e-10
